mpan,TOTAL (A),TOTAL (E),eac
1591044028713,12099.8,0,274.9954545
1600000112935,12100.6,0,275.0136364
1100009618118,12102.9,0,275.0659091
1800052368111,12103.3,0,275.075
1470001260880,12104.9,0,275.1113636
1200050031985,12105.1,0,275.1159091
1900034161728,12106.7,0,275.1522727
1200062149598,12106.8,0,275.1545455
1200060829966,12107.8,0,275.1772727
2000055077862,12107.8,0,275.1772727
1014571339509,12108.1,0,275.1840909
1800035159098,12109.6,0,275.2181818
2366510871014,12110.6,0,275.2409091
1023462216289,12112.5,0,275.2840909
1800036585509,12113.6,0,275.3090909
2000027420700,12113.6,0,275.3090909
2335858132012,12115.4,0,275.35
1200010029825,12115.6,0,275.3545455
1200050938960,12117.2,0,275.3909091
2000027849661,12117.9,0,275.4068182
1100039375990,12117.9,0,275.4068182
2200030042140,12118.9,0,275.4295455
2200030058888,12119,0,275.4318182
1900014428664,12119.5,0,275.4431818
1800035329370,12119.9,0,275.4522727
1580000010627,12121.8,0,275.4954545
1170000072043,12122.1,0,275.5022727
2000055301621,12123.8,0,275.5409091
2000050053263,12124.9,0,275.5659091
1580000577465,12126.5,0,275.6022727
1580001650354,12127.6,0,275.6272727
1800036576276,12129.1,0,275.6613636
1591118534646,12129.7,0,275.675
1428336100009,12130.7,0,275.6977273
1014570128780,12131.7,0,275.7204545
1100020086941,12133.9,0,275.7704545
1700052645340,12134.1,0,275.775
1591048788516,12134.3,0,275.7795455
2380002843958,12134.8,0,275.7909091
1200060009338,12138.1,0,275.8659091
1900070638104,12138.3,0,275.8704545
2000054807721,12138.4,0,275.8727273
1023529033814,12139.6,0,275.9
2000027500106,12140,0,275.9090909
2000027464015,12140.7,0,275.925
2000027436151,12142.9,0,275.975
1200062869190,12143.7,0,275.9931818
1900033424929,12144.1,0,276.0022727
1800060166809,12144.8,0,276.0181818
1900033000462,12145.7,0,276.0386364
1100039650958,12145.8,0,276.0409091
1023485104735,12147.5,0,276.0795455
2200041576247,12147.9,0,276.0886364
1200060803132,12149,0,276.1136364
1050000953982,12149.2,0,276.1181818
2000012961947,12149.3,0,276.1204545
1012821320105,12149.3,0,276.1204545
1900090434592,12149.5,0,276.125
1800050626466,12151,0,276.1590909
1710090990504,12151.3,0,276.1659091
2366550670017,12151.8,0,276.1772727
1460001329045,12151.9,0,276.1795455
1800060819273,12153.5,0,276.2159091
1600000033015,12154.6,0,276.2409091
1050002347617,12156.2,0,276.2772727
1023497772671,12157.3,0,276.3022727
1700052365941,12157.7,0,276.3113636
1300052119420,12160.4,0,276.3727273
1592001017224,12160.5,0,276.375
1800060524655,12160.6,0,276.3772727
1200039795913,12162.1,0,276.4113636
1592001088786,12162.9,0,276.4295455
1100050498935,12164,0,276.4545455
1200010096194,12164.3,0,276.4613636
1300035387449,12164.9,0,276.475
1507970139980,12165.3,0,276.4840909
1620001430500,12166.2,0,276.5045455
1900061309302,12166.8,0,276.5181818
2334550350826,12167.3,0,276.5295455
2000027432964,12167.3,0,276.5295455
1900070248729,12167.6,0,276.5363636
1428197000006,12167.9,0,276.5431818
2000027410464,12168.4,0,276.5545455
2000056856580,12169.3,0,276.575
2000026540989,12170.5,0,276.6022727
1800018084013,12172.4,0,276.6454545
1900044001144,12174.6,0,276.6954545
1580000371345,12174.7,0,276.6977273
2000051645572,12176.1,0,276.7295455
1300054456246,12176.7,0,276.7431818
1800052161920,12181.4,0,276.85
1014571611822,12181.9,0,276.8613636
2199989669269,12182.3,0,276.8704545
1100039628767,12184.2,0,276.9136364
1422799100006,12184.4,0,276.9181818
2000027318652,12184.8,0,276.9272727
1014569637272,12187.1,0,276.9795455
1800060476790,12187.2,0,276.9818182
1900060945042,12191,0,277.0681818
1416909203000,12191.2,0,277.0727273
1023478465556,12191.7,0,277.0840909
2380001438162,12192.1,0,277.0931818
1200062399100,12192.2,0,277.0954545
1599050527339,12192.3,0,277.0977273
1600000145833,12192.8,0,277.1090909
1600000014494,12194.3,0,277.1431818
2700003361908,12194.6,0,277.15
1580001522458,12195.1,0,277.1613636
2000054994215,12195.1,0,277.1613636
1620000025267,12195.3,0,277.1659091
2000057080110,12196.1,0,277.1840909
1580001672010,12196.5,0,277.1931818
2200030069203,12196.9,0,277.2022727
2326526961010,12197.3,0,277.2113636
1170001190625,12199.7,0,277.2659091
1012454592461,12201.9,0,277.3159091
1700052952940,12202.2,0,277.3227273
2100040192318,12202.6,0,277.3318182
1900090486786,12204.4,0,277.3727273
1800061182963,12204.9,0,277.3840909
2200042614805,12204.9,0,277.3840909
2100041642365,12206.2,0,277.4136364
1714121650124,12206.2,0,277.4136364
2380002418877,12206.7,0,277.425
1600000167934,12207.1,0,277.4340909
1700051599599,12207.3,0,277.4386364
2380002244119,12209.8,0,277.4954545
1300035355386,12212.9,0,277.5659091
1900037427570,12214.2,0,277.5954545
1100039241239,12215.7,0,277.6295455
1600000103355,12215.9,0,277.6340909
2199989640297,12216.3,0,277.6431818
2316516224010,12217.4,0,277.6681818
1900092396520,12218.1,0,277.6840909
1900060519739,12219.1,0,277.7068182
1100039218504,12219.2,0,277.7090909
1014572278130,12220.4,0,277.7363636
1200037798026,12220.6,0,277.7409091
1900032427194,12221.4,0,277.7590909
1591111651172,12222.2,0,277.7772727
1420130500003,12222.3,0,277.7795455
2000008286927,12223.1,0,277.7977273
2200041732172,12223.7,0,277.8113636
1410530111005,12224.3,0,277.825
1200051550777,12224.4,0,277.8272727
1900041428325,12224.5,0,277.8295455
1900091565589,12224.8,0,277.8363636
2200030372349,12225.2,0,277.8454545
1300008146111,12225.5,0,277.8522727
2361162741010,12228.4,0,277.9181818
1014572372890,12228.6,0,277.9227273
1014572011338,12229.2,0,277.9363636
1470001461282,12229.3,0,277.9386364
1200050465386,12230,0,277.9545455
2000053286965,12230.7,0,277.9704545
1100010990576,12231.1,0,277.9795455
2000050639258,12231.4,0,277.9863636
2700007771765,12232.8,0,278.0181818
2000027416128,12233.8,0,278.0409091
1300035386640,12235,0,278.0681818
1200060338081,12235,0,278.0681818
2000027307907,12235.2,0,278.0727273
1591017376043,12235.6,0,278.0818182
2200030020875,12236.1,0,278.0931818
1300060069545,12237.2,0,278.1181818
1424782000000,12238.1,0,278.1386364
2000056818432,12238.5,0,278.1477273
1507523570030,12239,0,278.1590909
1428301000006,12239.2,0,278.1636364
1600000060783,12239.8,0,278.1772727
2700008584647,12240.2,0,278.1863636
1423798100007,12240.7,0,278.1977273
2100040907076,12241.2,0,278.2090909
1300035427516,12242.1,0,278.2295455
2380001961303,12242.2,0,278.2318182
1717012013768,12242.3,0,278.2340909
1800053946942,12242.4,0,278.2363636
1170001669086,12242.4,0,278.2363636
1640000811221,12244.1,0,278.275
1170000843489,12244.5,0,278.2840909
1800035324450,12244.9,0,278.2931818
2000027450235,12245.4,0,278.3045455
1300038180995,12246.1,0,278.3204545
2000051956537,12246.2,0,278.3227273
2200012141187,12247.9,0,278.3613636
2356562290010,12248,0,278.3636364
2380000064811,12248.8,0,278.3818182
1200010161737,12249.1,0,278.3886364
2000027355798,12249.1,0,278.3886364
2335372982016,12249.2,0,278.3909091
1200051709717,12250.6,0,278.4227273
1200060277623,12251.4,0,278.4409091
2000024909928,12252.2,0,278.4590909
2600000254828,12252.6,0,278.4681818
1600000121823,12252.8,0,278.4727273
1900090544996,12254.8,0,278.5181818
1422934500004,12256.8,0,278.5636364
1800024016504,12258.1,0,278.5931818
1580000248580,12259.5,0,278.625
2000055980046,12259.8,0,278.6318182
2366530765019,12260.3,0,278.6431818
1200062302919,12260.6,0,278.65
1200051315158,12261.3,0,278.6659091
1470000886538,12261.8,0,278.6772727
2390000048295,12262.6,0,278.6954545
1714886700232,12262.8,0,278.7
1200060009295,12264.7,0,278.7431818
1900017145219,12265.9,0,278.7704545
2380002576314,12265.9,0,278.7704545
1030083312443,12267.4,0,278.8045455
1470000236618,12270.5,0,278.875
1900060293584,12270.9,0,278.8840909
1200061748704,12274.1,0,278.9568182
1100050064898,12274.9,0,278.975
2200030052751,12276.4,0,279.0090909
2200043217875,12276.5,0,279.0113636
1050002192671,12277,0,279.0227273
1800035216115,12277.9,0,279.0431818
1722052701806,12283.5,0,279.1704545
1200062233984,12284.3,0,279.1886364
1800061252929,12285.7,0,279.2204545
1423725100003,12286.3,0,279.2340909
2000057638367,12286.8,0,279.2454545
2380001516731,12291,0,279.3409091
1200010258518,12291.3,0,279.3477273
1023480492319,12291.6,0,279.3545455
1591018056085,12291.7,0,279.3568182
1023473321831,12293.5,0,279.3977273
1014569886592,12293.7,0,279.4022727
1600000102680,12296.2,0,279.4590909
2000027492208,12296.6,0,279.4681818
1014567910436,12298.4,0,279.5090909
2000013118589,12299,0,279.5227273
2200041809870,12300.4,0,279.5545455
1800053024808,12300.6,0,279.5590909
1600000064087,12302.4,0,279.6
1900012426629,12302.8,0,279.6090909
1900002000910,12304.6,0,279.65
2380002196069,12308.2,0,279.7318182
2100040991004,12308.8,0,279.7454545
2380000506398,12309.2,0,279.7545455
2000054460376,12311.4,0,279.8045455
1592001059562,12311.7,0,279.8113636
1800035143920,12312.3,0,279.825
1600000022193,12312.4,0,279.8272727
1800054945220,12314.7,0,279.8795455
1100039210417,12314.9,0,279.8840909
1800035297921,12317.4,0,279.9409091
1470000654551,12318.6,0,279.9681818
2199989643794,12319.4,0,279.9863636
1630000822031,12321,0,280.0227273
1800052152493,12322.6,0,280.0590909
1620001641676,12322.7,0,280.0613636
1800035253631,12323.5,0,280.0795455
1300035424621,12324.4,0,280.1
1800035213870,12324.5,0,280.1022727
1600000146916,12324.5,0,280.1022727
2000019638100,12324.6,0,280.1045455
1100015372458,12324.9,0,280.1113636
2200030108475,12325,0,280.1136364
1014568038773,12325.7,0,280.1295455
1600000104720,12326.6,0,280.15
1300060733669,12329.8,0,280.2227273
1418908501004,12330,0,280.2272727
1300060507709,12330.2,0,280.2318182
2100041793997,12336.3,0,280.3704545
1591042707585,12337.7,0,280.4022727
2000027928418,12338.2,0,280.4136364
1800035220900,12338.7,0,280.425
1422233000003,12339.4,0,280.4409091
1700052734052,12339.9,0,280.4522727
2390000038092,12344,0,280.5454545
1170001469376,12344.5,0,280.5568182
2380000335234,12344.6,0,280.5590909
2000027366150,12345.8,0,280.5863636
1700051773325,12346.2,0,280.5954545
1800054166744,12346.9,0,280.6113636
1421159100002,12347.6,0,280.6272727
1900036000641,12348.1,0,280.6386364
1427386500009,12348.2,0,280.6409091
2700004595246,12348.6,0,280.65
1900005000773,12348.7,0,280.6522727
2000056856400,12348.7,0,280.6522727
2000027882915,12349.7,0,280.675
1591034004246,12350.3,0,280.6886364
2200041847440,12350.7,0,280.6977273
1410847581008,12350.9,0,280.7022727
1200061085010,12351.5,0,280.7159091
1900090715092,12352.7,0,280.7431818
2199989618947,12353.6,0,280.7636364
2380001730739,12354.3,0,280.7795455
1640000958147,12354.6,0,280.7863636
1900061003418,12355.2,0,280.8
1800060933121,12356.6,0,280.8318182
1460001838097,12356.9,0,280.8386364
1200050096556,12359.1,0,280.8886364
1900091716176,12359.4,0,280.8954545
1800060797122,12359.9,0,280.9068182
1800061119767,12362,0,280.9545455
1170000637998,12363,0,280.9772727
1580001804100,12364.1,0,281.0022727
2199989670307,12364.8,0,281.0181818
1800028109942,12364.9,0,281.0204545
2200040427749,12367,0,281.0681818
2200040283820,12370,0,281.1363636
1800035330436,12370.8,0,281.1545455
1300051416348,12373.4,0,281.2136364
1100018726575,12375.2,0,281.2545455
1600000053439,12375.4,0,281.2590909
1800035244390,12376,0,281.2727273
2200040042324,12376.1,0,281.275
1640000071052,12377.3,0,281.3022727
1800052939322,12377.8,0,281.3136364
2200031879170,12378.2,0,281.3227273
2000056856605,12378.5,0,281.3295455
1023515617689,12379.3,0,281.3477273
1412672102000,12379.3,0,281.3477273
2390000063911,12380,0,281.3636364
1023517649734,12381.2,0,281.3909091
1050001082843,12381.7,0,281.4022727
2000014796805,12382.9,0,281.4295455
1800035324229,12384.7,0,281.4704545
1014570405700,12385.1,0,281.4795455
1300035351683,12385.2,0,281.4818182
2000027428132,12386.7,0,281.5159091
1428049000006,12387.6,0,281.5363636
2199989644593,12391.6,0,281.6272727
2100041521536,12391.6,0,281.6272727
1630000804130,12392.2,0,281.6409091
1591047066303,12394.1,0,281.6840909
1300000105206,12395.1,0,281.7068182
1580000987487,12395.7,0,281.7204545
1014571393320,12396.7,0,281.7431818
1580000094380,12397,0,281.75
1591019516182,12397.3,0,281.7568182
1900027425361,12399.3,0,281.8022727
2200042896155,12401.4,0,281.85
1800054620991,12402.3,0,281.8704545
1591013537930,12403.1,0,281.8886364
1600000102565,12406.1,0,281.9568182
1170000399300,12406.8,0,281.9727273
1100770120213,12406.9,0,281.975
2300000754472,12407.8,0,281.9954545
1900035000890,12409.8,0,282.0409091
1700051754002,12411.2,0,282.0727273
2000008458950,12411.3,0,282.075
1300061460168,12411.5,0,282.0795455
1900090778205,12412.7,0,282.1068182
1640000775770,12413.1,0,282.1159091
1425846100008,12416,0,282.1818182
1100039235634,12416.9,0,282.2022727
2200042251972,12418.2,0,282.2318182
1300013265257,12418.4,0,282.2363636
1200010013523,12418.4,0,282.2363636
2000054660670,12418.4,0,282.2363636
2000027472665,12419.1,0,282.2522727
1600000068471,12419.4,0,282.2590909
1470000630286,12419.8,0,282.2681818
1900027426532,12421.9,0,282.3159091
1023509499453,12422.7,0,282.3340909
1800061106698,12423.4,0,282.35
1423547100009,12424.5,0,282.375
1800035113605,12424.9,0,282.3840909
1900090962616,12426.2,0,282.4136364
2336219765211,12426.7,0,282.425
2199989664943,12427.3,0,282.4386364
2200030060628,12427.6,0,282.4454545
1014571167692,12428,0,282.4545455
1700052444130,12428.5,0,282.4659091
2000027329760,12429.3,0,282.4840909
1800035228797,12429.6,0,282.4909091
2200042083119,12430.9,0,282.5204545
1050000615019,12431.6,0,282.5363636
1014571218520,12432.1,0,282.5477273
1415118203000,12433.2,0,282.5727273
1580001431800,12434,0,282.5909091
1460001370771,12436.2,0,282.6409091
1630000247631,12436.6,0,282.65
2380001836514,12436.7,0,282.6522727
1160001053090,12438.8,0,282.7
1620000162966,12438.8,0,282.7
1640000545480,12439,0,282.7045455
1630000810969,12440.3,0,282.7340909
2199989661473,12443.6,0,282.8090909
1716804305647,12444,0,282.8181818
2000050087467,12447.3,0,282.8931818
2380000499058,12447.9,0,282.9068182
1030049219546,12449.3,0,282.9386364
2000027417405,12450.2,0,282.9590909
2199989635135,12452.3,0,283.0068182
2000027447288,12452.6,0,283.0136364
1630000422133,12452.8,0,283.0181818
3300000044630,12453.5,0,283.0340909
1900070163410,12454.2,0,283.05
2336560033121,12454.4,0,283.0545455
1424794100005,12455,0,283.0681818
2380001844028,12456.3,0,283.0977273
1600000113691,12456.9,0,283.1113636
1427596000005,12457.4,0,283.1227273
2366520585015,12457.7,0,283.1295455
2200042803391,12457.9,0,283.1340909
2000027446150,12458.5,0,283.1477273
1014569171981,12459.6,0,283.1727273
1600000006049,12459.8,0,283.1772727
2500021030950,12460.6,0,283.1954545
2189999999306,12462.3,0,283.2340909
1050001159479,12462.4,0,283.2363636
1023520542219,12462.7,0,283.2431818
1900024428059,12463.3,0,283.2568182
1200010179414,12463.9,0,283.2704545
1700051751456,12464,0,283.2727273
2100040567966,12464.3,0,283.2795455
1200052014680,12466.6,0,283.3318182
1800060853168,12467.5,0,283.3522727
1416328313005,12467.9,0,283.3613636
2000052706135,12468,0,283.3636364
1800015866388,12468.7,0,283.3795455
2500000674904,12468.8,0,283.3818182
1014568737287,12469.4,0,283.3954545
1200034657810,12470.1,0,283.4113636
2300000456995,12470.1,0,283.4113636
1170000511380,12471.1,0,283.4340909
2199996609158,12472.1,0,283.4568182
1700053046133,12473.1,0,283.4795455
1591045655691,12474.9,0,283.5204545
1170001279033,12476.3,0,283.5522727
2000052104886,12476.9,0,283.5659091
1200061590331,12478.5,0,283.6022727
2100041097817,12478.7,0,283.6068182
2200030065040,12479.2,0,283.6181818
1700052575845,12481.3,0,283.6659091
1800035295162,12481.9,0,283.6795455
2198765105820,12483.7,0,283.7204545
1030014969786,12483.8,0,283.7227273
1014571007386,12484.7,0,283.7431818
2200012888960,12485.9,0,283.7704545
2200041946460,12486.5,0,283.7840909
1600000055125,12487.2,0,283.8
1800060195474,12489.4,0,283.85
2380002168345,12489.7,0,283.8568182
1424497100001,12489.9,0,283.8613636
1418410620006,12493,0,283.9318182
1100051034421,12493.5,0,283.9431818
1800050367427,12494.6,0,283.9681818
1014572274916,12495.2,0,283.9818182
1900061039051,12495.3,0,283.9840909
1200060983835,12497.6,0,284.0363636
2316514568014,12499.1,0,284.0704545
1630000833511,12499.8,0,284.0863636
2380002167787,12499.9,0,284.0886364
1100023330700,12500.8,0,284.1090909
1100039241470,12504,0,284.1818182
1030054970920,12505.3,0,284.2113636
2000056265578,12507.2,0,284.2545455
2200042081130,12508,0,284.2727273
1014572417975,12508.5,0,284.2840909
1712770852059,12509,0,284.2954545
1014570126028,12511.2,0,284.3454545
1100003551257,12513,0,284.3863636
2199989648710,12513.1,0,284.3886364
1023525854529,12513.6,0,284.4
1800052848232,12514,0,284.4090909
1600000179275,12515.3,0,284.4386364
1426411000005,12516.2,0,284.4590909
1422403200005,12518.2,0,284.5045455
2356550430015,12518.9,0,284.5204545
1200010138134,12521.4,0,284.5772727
2100040885858,12522.3,0,284.5977273
2100040201292,12522.4,0,284.6
2380002011802,12523,0,284.6136364
1100039659844,12524.3,0,284.6431818
1600000054869,12524.7,0,284.6522727
2380002394729,12524.8,0,284.6545455
1800035346384,12524.9,0,284.6568182
1630000460849,12525.6,0,284.6727273
1428742000008,12525.7,0,284.675
1100039364543,12531.5,0,284.8068182
2100041451516,12533.3,0,284.8477273
2100041736066,12533.9,0,284.8613636
2000027481916,12534.6,0,284.8772727
1460001209637,12535.1,0,284.8886364
1640000715113,12535.2,0,284.8909091
2316540020019,12535.5,0,284.8977273
1428765000005,12536,0,284.9090909
1800052148896,12539.4,0,284.9863636
1800060254776,12539.5,0,284.9886364
1620000851462,12540.8,0,285.0181818
1460001286297,12541,0,285.0227273
1600000055792,12541.7,0,285.0386364
2100041681898,12542.2,0,285.05
2199989664882,12543.2,0,285.0727273
1900091845698,12543.2,0,285.0727273
2000027462151,12545.1,0,285.1159091
1800050617540,12546.4,0,285.1454545
1800060078524,12548.8,0,285.2
2199989630137,12548.9,0,285.2022727
1570000108051,12549.5,0,285.2159091
2100041174791,12550.6,0,285.2409091
2199989642188,12552.7,0,285.2886364
1630000575034,12558.1,0,285.4113636
2100041290692,12558.8,0,285.4272727
1160000685220,12559.8,0,285.45
2200041196841,12561.2,0,285.4818182
1429062200009,12561.5,0,285.4886364
2380000526311,12563.1,0,285.525
1170001278990,12563.9,0,285.5431818
1100771016851,12564.3,0,285.5522727
1591014923241,12565.1,0,285.5704545
1429458000006,12565.9,0,285.5886364
1427251000005,12568.2,0,285.6409091
1300035378834,12568.9,0,285.6568182
1200060598394,12569.4,0,285.6681818
1800035264313,12572,0,285.7272727
1800024090697,12573.1,0,285.7522727
1591030247693,12573.5,0,285.7613636
1170000178812,12573.7,0,285.7659091
1014571610908,12577.2,0,285.8454545
1170000682555,12578.6,0,285.8772727
1100770779641,12579.6,0,285.9
2500000288939,12581.3,0,285.9386364
1580000574180,12582.8,0,285.9727273
1050000470470,12583,0,285.9772727
1100025319647,12584.9,0,286.0204545
2200043394510,12585.4,0,286.0318182
1200010173281,12585.7,0,286.0386364
1900012427650,12586.1,0,286.0477273
2000052516380,12586.2,0,286.05
1100011444027,12586.7,0,286.0613636
1580000327531,12587.6,0,286.0818182
2000027292784,12587.7,0,286.0840909
2200031945984,12587.9,0,286.0886364
2380002291304,12588.6,0,286.1045455
1300054021708,12590.9,0,286.1568182
1030044887034,12591,0,286.1590909
1200060017028,12593.4,0,286.2136364
1420294100000,12594.1,0,286.2295455
1200060858744,12594.3,0,286.2340909
1600000119267,12594.8,0,286.2454545
2199989660140,12595.4,0,286.2590909
1014569774128,12595.4,0,286.2590909
1100039509261,12595.5,0,286.2613636
2380001551833,12596.1,0,286.275
1200061186924,12598.7,0,286.3340909
1600000118955,12599.3,0,286.3477273
2000027446442,12599.8,0,286.3590909
1160001049011,12602.5,0,286.4204545
2000057842091,12603.1,0,286.4340909
1200010055374,12604.9,0,286.475
1630000061581,12604.9,0,286.475
1600000064635,12605.1,0,286.4795455
1900031426428,12606.1,0,286.5022727
2000008615197,12606.6,0,286.5136364
2000027369035,12606.9,0,286.5204545
1100770458252,12608.6,0,286.5590909
1050000745190,12610.6,0,286.6045455
1200032636047,12610.6,0,286.6045455
2380001432106,12611,0,286.6136364
1900042000520,12612.1,0,286.6386364
2200030118534,12613.1,0,286.6613636
1200061965136,12613.7,0,286.675
1591045690358,12614.2,0,286.6863636
2000017879809,12614.6,0,286.6954545
1591034412251,12614.8,0,286.7
1600000114570,12615.5,0,286.7159091
1421014500009,12615.8,0,286.7227273
1900070701555,12616.9,0,286.7477273
1800035254617,12617.4,0,286.7590909
1300035374529,12619,0,286.7954545
1610030609914,12620.3,0,286.825
1160000949009,12623.5,0,286.8977273
1200060517145,12623.6,0,286.9
1014572412220,12624.5,0,286.9204545
1410931821000,12625,0,286.9318182
2200030004864,12625.2,0,286.9363636
1200062812468,12625.8,0,286.95
2380001827876,12626.5,0,286.9659091
1030041083523,12626.5,0,286.9659091
2100041518222,12627.4,0,286.9863636
1100039244407,12628.1,0,287.0022727
1419730400000,12629.4,0,287.0318182
1900091964758,12630.8,0,287.0636364
1170000560208,12631,0,287.0681818
1712015340602,12631.1,0,287.0704545
2380002937231,12631.2,0,287.0727273
2600003674585,12631.3,0,287.075
1900070449103,12631.4,0,287.0772727
2313589368810,12632.9,0,287.1113636
1428767100003,12632.9,0,287.1113636
1600000102139,12633.3,0,287.1204545
2200042316751,12634,0,287.1363636
2700002556574,12634.9,0,287.1568182
1640000360900,12638.3,0,287.2340909
2336590366011,12639,0,287.25
1460001061244,12639.1,0,287.2522727
2200030007182,12639.8,0,287.2681818
1100039615856,12640,0,287.2727273
2380000299320,12642.2,0,287.3227273
1014571026477,12642.9,0,287.3386364
1460001281322,12643.3,0,287.3477273
2600000773238,12643.4,0,287.35
1800035244405,12644.5,0,287.375
1100039205597,12645.2,0,287.3909091
2700001297288,12645.3,0,287.3931818
2200041207801,12645.5,0,287.3977273
2366560136011,12647.2,0,287.4363636
1800023130995,12648.4,0,287.4636364
1030067251082,12650.4,0,287.5090909
1580001429856,12651.7,0,287.5386364
2366550710014,12651.8,0,287.5409091
1100039249238,12653.8,0,287.5863636
1591011651770,12654.1,0,287.5931818
1014570015623,12654.8,0,287.6090909
1419353213001,12655.4,0,287.6227273
1800035225077,12656.4,0,287.6454545
2100040630536,12657.6,0,287.6727273
2700005016243,12657.9,0,287.6795455
1620000946343,12658.4,0,287.6909091
1014572132770,12659,0,287.7045455
1160000548161,12659.5,0,287.7159091
1700053241271,12659.7,0,287.7204545
1421689100001,12661.3,0,287.7568182
2000051712848,12661.4,0,287.7590909
1900037001450,12661.5,0,287.7613636
1600000122250,12662.9,0,287.7931818
1023522049631,12663.8,0,287.8136364
1170001087306,12663.8,0,287.8136364
2000027468482,12664.2,0,287.8227273
1014571178045,12664.3,0,287.825
2200030036030,12665.3,0,287.8477273
1580001659427,12666.4,0,287.8727273
1200061137420,12666.7,0,287.8795455
1800035329486,12667.2,0,287.8909091
1014569412104,12667.6,0,287.9
1014569961344,12669.2,0,287.9363636
1712003191312,12672.3,0,288.0068182
1014571096395,12673,0,288.0227273
1620000145881,12673,0,288.0227273
1100039220692,12675.4,0,288.0772727
1630000687198,12675.9,0,288.0886364
2199989676442,12680.9,0,288.2022727
2000027494320,12681.4,0,288.2136364
1200010147714,12683.9,0,288.2704545
2380001651459,12684.6,0,288.2863636
2200042193879,12685.4,0,288.3045455
1170000390194,12686.7,0,288.3340909
1591049914207,12687.6,0,288.3545455
1900090002498,12687.6,0,288.3545455
2000053175201,12688.1,0,288.3659091
1580001194917,12689.9,0,288.4068182
1800035228788,12691.9,0,288.4522727
1900025000801,12692.3,0,288.4613636
2200030046400,12693.9,0,288.4977273
1030083937818,12694.1,0,288.5022727
2100041648687,12695.8,0,288.5409091
2100041173422,12696,0,288.5454545
1900070264605,12697.4,0,288.5772727
2000027478480,12697.4,0,288.5772727
2000051700666,12697.6,0,288.5818182
1200050173582,12698,0,288.5909091
1592001015263,12698.3,0,288.5977273
1300035410150,12698.5,0,288.6022727
1800035286112,12700.7,0,288.6522727
2199989645426,12701.9,0,288.6795455
2000051863617,12702,0,288.6818182
2380001504276,12704.1,0,288.7295455
1160001309700,12705.4,0,288.7590909
1800060660205,12706.2,0,288.7772727
1591024015960,12706.5,0,288.7840909
1714754674016,12709,0,288.8409091
1050002007536,12710.3,0,288.8704545
2000054674594,12711.1,0,288.8886364
1591049215084,12711.6,0,288.9
1426561100003,12712.3,0,288.9159091
1200010175730,12713.1,0,288.9340909
2000009175229,12713.2,0,288.9363636
2380002629107,12713.5,0,288.9431818
1030023958415,12714.2,0,288.9590909
2000027414672,12714.4,0,288.9636364
1300053550268,12714.4,0,288.9636364
2000027424990,12714.7,0,288.9704545
3110000037756,12714.8,0,288.9727273
2000027352281,12715.2,0,288.9818182
2199989663017,12715.5,0,288.9886364
2200030108795,12715.8,0,288.9954545
1580000471244,12716.3,0,289.0068182
1900091609181,12716.3,0,289.0068182
1300060685563,12717,0,289.0227273
1580001238867,12717.1,0,289.025
2200021032270,12717.7,0,289.0386364
1023528530577,12718.4,0,289.0545455
2199989641069,12719.6,0,289.0818182
1200051096910,12721,0,289.1136364
2200042600315,12725.6,0,289.2181818
1300050650740,12725.6,0,289.2181818
1591011368543,12726.8,0,289.2454545
1170000533668,12726.8,0,289.2454545
1591039935910,12726.9,0,289.2477273
2326550927112,12728.7,0,289.2886364
1050000573798,12729.2,0,289.3
2000027437777,12730.7,0,289.3340909
1050001315066,12730.8,0,289.3363636
1300005376677,12731.6,0,289.3545455
1610003795734,12731.9,0,289.3613636
1800054971188,12732.3,0,289.3704545
1900028428902,12732.4,0,289.3727273
1050002400829,12733.7,0,289.4022727
1050000414769,12734.2,0,289.4136364
1460001073694,12734.6,0,289.4227273
2316530389012,12734.7,0,289.425
2500001054050,12735.6,0,289.4454545
2000027307934,12736.3,0,289.4613636
1900032427282,12737.2,0,289.4818182
1600000068142,12738.1,0,289.5022727
1800060223332,12738.5,0,289.5113636
2500021423841,12739.1,0,289.525
2000013786285,12739.9,0,289.5431818
2000054454600,12740.5,0,289.5568182
2600001888612,12740.7,0,289.5613636
1591018955520,12741.8,0,289.5863636
1100770128532,12741.9,0,289.5886364
3300000057160,12742.9,0,289.6113636
1900017001001,12743.6,0,289.6272727
1900029422594,12743.7,0,289.6295455
2000027886900,12743.7,0,289.6295455
2199989668247,12744.3,0,289.6431818
2000027384585,12745.1,0,289.6613636
1800035224686,12746.4,0,289.6909091
1050001931127,12746.6,0,289.6954545
1800036598794,12747.6,0,289.7181818
1200062695276,12747.8,0,289.7227273
1900038427117,12748.5,0,289.7386364
1591014930889,12748.9,0,289.7477273
2000056293645,12749.5,0,289.7613636
2100041494760,12752.4,0,289.8272727
1900091395465,12752.9,0,289.8386364
1712949606039,12753.5,0,289.8522727
1170001117012,12753.7,0,289.8568182
1050001839867,12755.2,0,289.8909091
2200015776367,12755.8,0,289.9045455
2316517608111,12756,0,289.9090909
1800035237630,12756.4,0,289.9181818
2000007949478,12757.6,0,289.9454545
2353521190418,12759.1,0,289.9795455
2000027480035,12760,0,290
1014569425441,12760.3,0,290.0068182
1900025001061,12760.4,0,290.0090909
2100040862832,12763,0,290.0681818
1600000120156,12763.5,0,290.0795455
1900027001221,12764.1,0,290.0931818
1200062505745,12764.7,0,290.1068182
