mpan,TOTAL (A),TOTAL (E),eac
1200051046723,0,6605.6,150.1272727
1200025200139,0,6598.8,149.9727273
1800020349773,529.8,6593.8,161.9
1300035363795,58071.4,6590.3,1469.584091
1200010011749,395.5,6590.2,158.7659091
2000027848960,26302,6587.5,747.4886364
2346083293412,0,6575.5,149.4431818
2200030360575,0,6573,149.3863636
1200010234438,0,6570.1,149.3204545
1200010040935,0,6564,149.1818182
1800053469664,16795.4,6557.5,530.7477273
1700052692049,22586,6555.6,662.3090909
1200051963647,0,6550.9,148.8840909
2200030030749,0,6549.1,148.8431818
1900048384384,0,6508.8,147.9272727
2200030029831,0,6502.3,147.7795455
2000027296088,0,6500.3,147.7340909
1900091909232,28331.3,6493.5,791.4727273
1014572100110,0,6487,147.4318182
2000060332288,143294.5,6477.4,3403.906818
1023481035803,0,6466.6,146.9681818
2000027312767,0,6462.9,146.8840909
2200023934922,0,6462.1,146.8659091
2000054430520,29499.8,6457.5,817.2113636
1900043428610,0,6455.8,146.7227273
1200061891840,102612.4,6450.1,2478.693182
1200010091930,0,6442.5,146.4204545
2200030009923,23629.4,6431.6,683.2045455
2199999199125,0,6430.6,146.15
1800035232845,0,6428.1,146.0931818
1800026009493,0,6411.3,145.7113636
1620000917565,0,6401.3,145.4840909
1620000957390,3726.7,6371.7,229.5090909
2380002954399,0,6369.5,144.7613636
1200010045400,77295.7,6364.7,1901.372727
1300004037881,0,6359.9,144.5431818
2000027381079,3103.4,6350.4,214.8590909
1800035331972,0,6349.1,144.2977273
2000054466378,19716.8,6344.1,592.2931818
1423777100001,0,6340.7,144.1068182
1200062127850,82651.5,6330.5,2022.318182
1200010185125,0,6319.9,143.6340909
2376551432016,0,6301.2,143.2090909
1800035229693,0,6294.5,143.0568182
2200041749636,18056.4,6289,553.3045455
1014571083740,19410.9,6287.3,584.05
1425939100009,9394.9,6275.9,356.1545455
2199989363160,129230.6,6242.2,3078.927273
1580001167658,0,6241.4,141.85
1014570176162,0,6238.5,141.7840909
1050001197855,0,6232.2,141.6409091
1200052392065,0,6230.8,141.6090909
1800061106545,0,6228.5,141.5568182
1200062938374,0,6227.4,141.5318182
2000055975835,0,6225.2,141.4818182
2200031996924,1419,6222.4,173.6681818
1300035362782,60316.3,6218.9,1512.163636
1014568019682,366.5,6211.1,149.4909091
2000027346710,21498.2,6208.8,629.7045455
1015680575451,9085.2,6207.8,347.5681818
1200050771193,72290.8,6197.1,1783.815909
1800061312490,75531.2,6188.8,1857.272727
1417665413006,0,6180.1,140.4568182
1713567471108,84335.9,6175.4,2057.075
1014572913857,1128.8,6174.9,165.9931818
1592001107445,106082,6170.1,2551.184091
1700060184185,0,6161.1,140.025
2000054454610,43997.1,6153.9,1139.795455
1900090964349,64375.4,6153,1602.918182
1900090446310,2518.4,6152.5,197.0659091
2380001321989,712.6,6150.3,155.975
1200060036493,16626.8,6140.9,517.4477273
1600000164437,0,6136.8,139.4727273
2000051629933,0,6120.1,139.0931818
2200030057183,0,6112.3,138.9159091
1800036589099,0,6111.7,138.9022727
1710020492002,6370.9,6110.2,283.6613636
2380001831385,2504.1,6097.7,195.4954545
1200010017449,16348.6,6095.4,510.0909091
1800054314084,0,6087.6,138.3545455
1800035193530,0,6086.4,138.3272727
1800053136785,0,6083.2,138.2545455
1200051273669,0,6069.6,137.9454545
2199989644770,62025.8,6067.8,1547.581818
1580001150041,0,6066.9,137.8840909
2200041272119,26480.6,6065,739.6727273
1600000167084,20270,6062.3,598.4613636
2300000339734,51563.7,6053.3,1309.477273
2380002890717,0,6045,137.3863636
1023477973353,0,6042.9,137.3386364
1200025046594,20044.9,6018.7,592.3545455
1300035363369,73784.3,6013.8,1813.593182
1800035134855,0,6013.2,136.6636364
1200010215746,20458.1,6013.1,601.6181818
2100040802364,0,6012.5,136.6477273
1800060751545,0,6005.5,136.4886364
1014571842284,0,6005.5,136.4886364
1200010090280,0,6003.8,136.45
1014569720530,30619,5997.9,832.2022727
1800035233653,0,5985.7,136.0386364
2380001495996,0,5982.2,135.9590909
2200042353239,0,5978.1,135.8659091
1200010150744,2277,5973.3,187.5068182
1200060140812,82910.8,5962.1,2019.838636
1100770559387,0,5961.1,135.4795455
1610013597513,0,5954.1,135.3204545
1300053048889,71779.3,5950.1,1766.577273
1023518027167,0,5948,135.1818182
1800035218780,920.4,5944.3,156.0159091
1014567944931,0,5943.2,135.0727273
2100040681512,0,5937.9,134.9522727
1200035791446,2433.5,5931.4,190.1113636
2000060485124,0,5921.5,134.5795455
1014572143586,16099.5,5902.2,500.0386364
2600003785315,40495.4,5899.8,1054.436364
1800053442306,0,5880.4,133.6454545
1200062453910,0,5873.9,133.4977273
1418800213008,53451.7,5872.5,1348.277273
2200018466380,3282.2,5847.6,207.4954545
1800060537399,20010.9,5844.6,587.625
1200010175767,0,5837.6,132.6727273
1800035239655,0,5833.8,132.5863636
1030033580690,7409,5826.4,300.8045455
1800061312444,73081.2,5814,1793.072727
1200010119007,10360.2,5793.4,367.1272727
1160000527107,148783.7,5789.4,3513.025
2000054817604,0,5777.5,131.3068182
1200060936817,11409.4,5768.7,390.4113636
2000052553355,35690.5,5765.8,942.1886364
2326542480128,3681.9,5757.1,214.5227273
2700000511039,0,5753.4,130.7590909
1200051179910,10336.8,5753.1,365.6795455
2600003305769,0,5748.8,130.6545455
2000027436852,0,5748.8,130.6545455
1200010047736,0,5747.3,130.6204545
1900007425701,60591.1,5738.8,1507.497727
1700053150075,18023.8,5734.5,539.9613636
1014569369099,10768.2,5725.3,374.8522727
1630000161426,107973,5723.8,2584.018182
2000052773309,21441.7,5722.4,617.3659091
2000027313510,0,5712.4,129.8272727
1800035225848,0,5704.8,129.6545455
1200010260289,0,5701.6,129.5818182
1014568253366,0,5694.6,129.4227273
1014572036634,0,5694.2,129.4136364
2380000377642,0,5691.4,129.35
1200010020549,0,5690.8,129.3363636
1200052122998,0,5690.4,129.3272727
1900041000811,0,5688.1,129.275
1460001550420,38918.3,5680.1,1013.6
1014569929146,0,5668.9,128.8386364
1200010100210,98223,5668.7,2361.175
1200060054711,248674.3,5665,5780.438636
1591027376741,0,5650.9,128.4295455
2000027428008,2238,5650.6,179.2863636
3200000328838,1392.4,5644,159.9181818
2000024353706,19717.7,5641.6,576.3477273
1640000008316,0,5639.8,128.1772727
1200050837524,0,5624.3,127.825
1800054860612,0,5622.1,127.775
1600000096308,11420.9,5619.2,387.275
1711762995103,7680.3,5613.4,302.1295455
1050002676486,0,5608,127.4545455
2000050517666,76921.7,5601.9,1875.536364
1900020428107,0,5600.4,127.2818182
1900000000281,1387.7,5593.8,158.6704545
1200010192034,43373.9,5580.8,1112.606818
1460001558768,38215.6,5568.7,995.0977273
2199989629638,302050,5566.7,6991.288636
1100005199334,0,5564.4,126.4636364
1800060608446,359.5,5559.8,134.5295455
1200039806176,3128.5,5552.5,197.2954545
1900000383950,0,5542,125.9545455
1600000144245,98520.4,5539.5,2364.997727
1200061325701,0,5534,125.7727273
1600000062949,0,5522.2,125.5045455
2200030351960,38840,5516.4,1008.1
1900025000420,0,5514.2,125.3227273
1580001817980,0,5508.3,125.1886364
1800051573595,150754.3,5497.2,3551.170455
1716078403007,20781.3,5495.6,597.2022727
1200050364553,0,5475.5,124.4431818
1424273000006,695.9,5475.1,140.25
1600000062196,0,5474,124.4090909
2380001069778,0,5470.2,124.3227273
1714326411322,0,5465.6,124.2181818
1900005000597,0,5462.8,124.1545455
1014570326350,113682.1,5461.9,2707.818182
1200040667741,1422.5,5460.8,156.4386364
2200042822056,26278.3,5453.8,721.1840909
1200010183420,14577.7,5452.9,455.2409091
1014572970206,47328.6,5450.3,1199.520455
1030042930422,0,5427.9,123.3613636
1200010013755,9615.6,5412,341.5363636
2380000777480,7868.7,5410.1,301.7909091
1591058220709,13839,5405.7,437.3795455
2380001643077,0,5404.1,122.8204545
1014568212192,16202.6,5402,491.0136364
2199989662714,26910.1,5400.6,734.3340909
2000027298795,0,5400.1,122.7295455
1416732113006,0,5396.3,122.6431818
2000027322621,2365.4,5395.7,176.3886364
1600000135621,6890.3,5389.6,279.0886364
2000027427858,35463.5,5376.4,928.1795455
1591046781156,14779.8,5373.1,458.0204545
1014571736489,0,5369.4,122.0318182
1200010127977,1347.8,5357.4,152.3909091
1160001040598,0,5343.2,121.4363636
2199989671737,0,5342.1,121.4113636
1030076154613,0,5328.9,121.1113636
1200061400527,0,5326.7,121.0613636
2199989614881,229081,5309.5,5327.056818
2600000372503,121217.2,5300.4,2875.4
2600003420382,49838.5,5293.5,1253
1200062688320,5797.8,5293.3,252.0704545
1200060047760,0,5292,120.2727273
2336557356118,22882.8,5289.5,640.2795455
1200060464663,24753.3,5285.1,682.6909091
1592001015333,0,5282.2,120.05
1050000478717,0,5280.5,120.0113636
1170000434016,122792.9,5278.6,2910.715909
2600000583289,41145.2,5276.2,1055.031818
1600000050242,0,5272.8,119.8363636
1700052207298,16040.8,5270.6,484.35
1200061426464,22952.6,5267.9,641.375
1600000016205,0,5263.8,119.6318182
2199996811406,0,5245.4,119.2136364
1620000064930,0,5241.3,119.1204545
2000027367631,0,5240,119.0909091
1014570724942,0,5235.1,118.9795455
1200010103850,39604.4,5234.2,1019.059091
1200052066109,15260.4,5227.9,465.6431818
2336541455010,10090.9,5221,347.9977273
2000052634410,16166.1,5219.4,486.0340909
2600002337245,159055.1,5212.1,3733.345455
1023476473750,109791,5205.6,2613.559091
1900092761514,0,5202.1,118.2295455
1300060287788,0,5197.9,118.1340909
1900039426790,0,5167.1,117.4340909
1200061187166,14116.3,5164.3,438.1954545
2366591605018,0,5161.6,117.3090909
1591019983069,0,5154.4,117.1454545
1014569305848,23409.2,5148.2,649.0318182
2500000206485,0,5147.6,116.9909091
1600000042739,0,5143.3,116.8931818
2000027361142,38537.1,5113.5,992.0590909
1416710671003,25146.3,5103.8,687.5022727
1600000079784,0,5094.6,115.7863636
1200050396591,0,5083.4,115.5318182
1900092524608,0,5074.1,115.3204545
1700060087668,20521.7,5068.6,581.5977273
1426342000002,0,5051.3,114.8022727
2700003824493,0,5051.2,114.8
1800060799096,15678.4,5047.8,471.05
1700052633140,24578.3,5040.7,673.1590909
2600000304638,93291.4,5035.8,2234.709091
1023545638421,34099.4,5031.3,889.3340909
2199989644060,0,5025.9,114.225
1100039229393,14706.2,5024.7,448.4295455
1726816075000,6922.6,5019,271.4
1023526643881,0,5018.8,114.0636364
1900070534140,9752.2,5009.6,335.4954545
1591029500700,748,5002.7,130.6977273
2100041144820,8324.9,5002,302.8840909
1100051176809,215091.4,4999.8,5002.072727
1014568379403,13655.1,4996.6,423.9022727
1415109201007,0,4996.3,113.5522727
2000027431376,0,4993.1,113.4795455
2200030363957,26797,4984.4,722.3045455
1300035375550,0,4978.4,113.1454545
1592001015928,0,4976.9,113.1113636
2000053019725,195908,4975.1,4565.525
2200040219610,2606.8,4971.9,172.2431818
1100050947997,211935.2,4967.6,4929.609091
1200062551500,0,4959.7,112.7204545
1900028035347,3408,4959.3,190.1659091
1050000525303,61166.9,4953.6,1502.738636
2200030008725,0,4952,112.5454545
2000027303647,8908.7,4949.8,314.9659091
1630000425055,6282.6,4946.9,255.2159091
1800036596459,19927.4,4942.8,565.2318182
1100770607446,0,4934.2,112.1409091
1014569346320,0,4931.8,112.0863636
2199998351710,0,4914.2,111.6863636
1023462840270,20351.1,4908.7,574.0863636
2000055867243,0,4903.5,111.4431818
2700005184922,54238.5,4903.3,1344.131818
1023480555563,3514.5,4898.2,191.1977273
2000055981839,13235.8,4882.1,411.7704545
2336563485518,0,4878.6,110.8772727
1030064098703,16546.3,4872.1,486.7818182
1200010179479,0,4870.4,110.6909091
1100039640115,32646.6,4868.9,852.625
1200010066074,0,4859.8,110.45
1300035355925,4911.4,4854.9,221.9613636
1050002883069,0,4846.8,110.1545455
1100039354536,0,4846,110.1363636
2200030018858,0,4840.7,110.0159091
1800026739571,0,4835.8,109.9045455
1592001113290,40408.8,4828.4,1028.118182
1014571063042,1012.9,4819,132.5431818
1200050771184,65044.5,4816,1587.738636
1200050543351,0,4812.6,109.3772727
1900045382979,0,4804.7,109.1977273
1800035280529,0,4801,109.1136364
1711613084308,0,4799.4,109.0772727
1900060325066,741.5,4788.9,125.6909091
1100039359561,3880,4779.4,196.8045455
1200061795722,64959.1,4771.7,1584.790909
1800060369991,22973.1,4768.9,630.5
1591058914426,0,4768.4,108.3727273
1100770754016,196894.9,4761.1,4583.090909
2000055916236,0,4752.2,108.0045455
1300035363420,51000.8,4749.7,1267.056818
2390000093580,9289.5,4746.8,319.0068182
2000027375819,671.9,4740.8,123.0159091
1014568466118,0,4738.6,107.6954545
1100039619930,91438.3,4733.9,2185.731818
1470000668883,17865.3,4712.6,513.1340909
1712834731016,0,4710.1,107.0477273
1580001308691,67880.7,4705.6,1649.688636
2200042310740,0,4704.9,106.9295455
1200010059918,94708.8,4690.7,2259.079545
2346530887016,0,4680.8,106.3818182
1700052412797,44926.1,4680.4,1127.420455
2199989637921,35379.9,4676.6,910.375
1200010006660,1252,4667.5,134.5340909
1200010071998,12691.2,4666.8,394.5
1600000157290,38422.7,4666.5,979.3
2200030146833,0,4657.8,105.8590909
1591020409285,0,4656.2,105.8227273
2100041378335,13919.4,4651,422.0545455
1100039231550,0,4650,105.6818182
1200010108830,0,4644.6,105.5590909
1050001686800,0,4641.4,105.4863636
1411244313001,0,4640.1,105.4568182
1900010425711,15723.9,4638.7,462.7863636
2700000326014,18582.6,4616.2,527.2454545
1030078156997,27067.4,4610.1,719.9431818
3110000043235,3410.6,4607.7,182.2340909
1630000096760,33575.6,4605.3,867.7477273
1800061057074,20015.9,4601.4,559.4840909
1640000377648,8449.6,4592.2,296.4045455
2000027404070,0,4591.8,104.3590909
1200034518220,3745.3,4590.7,189.4545455
2000027318379,2596.3,4587.9,163.2772727
1713569145003,58402.8,4586,1431.563636
1900021009484,0,4580.3,104.0977273
1300035357300,8516.8,4568.1,297.3840909
2100040807901,0,4551.1,103.4340909
1050001566728,35042.2,4548.8,899.7954545
1014569274108,0,4546.6,103.3318182
1650000134620,0,4545.3,103.3022727
1800054675801,0,4544.5,103.2840909
2000054373722,0,4541.8,103.2227273
2000057149906,2371.3,4540.6,157.0886364
2000055938300,67728.9,4538.6,1642.443182
1800060035637,0,4532,103
2000055409005,0,4530.6,102.9681818
1200062198735,13311,4519.4,405.2363636
2200030087197,0,4517.1,102.6613636
2600000300058,48593.7,4514.5,1207.004545
2000027367000,15569.2,4512.7,456.4068182
1421418100009,147507.2,4508.8,3454.909091
2200030031079,0,4506.7,102.425
2200040950396,0,4505.4,102.3954545
1800052743405,0,4504.7,102.3795455
1714579342022,34275.2,4504.2,881.35
1900039426285,90584.8,4504.2,2161.113636
1800035260842,28180.3,4503,742.8022727
2200030658361,4543.2,4502,205.5727273
1200010216020,14736.2,4498.7,437.1568182
2700002090003,38451.7,4494.1,976.0409091
2200041625160,15619.8,4493.4,457.1181818
1200050140132,0,4488.6,102.0136364
1600000098945,0,4480.9,101.8386364
1030073739150,0,4469.5,101.5795455
1200060547112,20635.4,4469.5,570.5659091
1599001114570,15848.3,4467.1,461.7136364
2000027475522,0,4465.2,101.4818182
1160000180179,189499.3,4463.5,4408.245455
1200050307875,0,4455.2,101.2545455
2200042540561,21217.1,4444.9,583.2272727
1422027000009,0,4439.5,100.8977273
2600003544282,20463,4432.5,565.8068182
1580000936613,29203.1,4421.5,764.1954545
2000027355130,0,4417.9,100.4068182
1800054049032,31109.1,4410.2,807.2568182
2300000483605,45270.7,4408.7,1129.077273
1900008000864,7768.3,4401.8,276.5931818
1630000309697,11426.6,4393.3,359.5431818
1700052834226,2551.2,4379.3,157.5113636
2380001460432,0,4376.1,99.45681818
1200010196368,3253.2,4374.7,173.3613636
1030076894986,0,4367.1,99.25227273
1424528000000,0,4356.6,99.01363636
1100051002457,0,4349.7,98.85681818
1030046350753,109822.8,4339.4,2594.595455
2380002958064,0,4338.1,98.59318182
1460001963364,0,4334.6,98.51363636
1580001830740,45811.4,4330.9,1139.597727
2000053230076,577.7,4328.7,111.5090909
1200010258971,12274.3,4326.3,377.2863636
1100770779048,18758.5,4325,524.625
2100040606019,0,4321.3,98.21136364
1420182100006,21317.6,4321.3,582.7022727
1200010085643,0,4319,98.15909091
2000027353319,0,4317.3,98.12045455
2200042315730,19502.6,4313.4,541.2727273
2700004512904,6412.2,4312.5,243.7431818
3400000335588,6584.5,4309.9,247.6
1200060669619,89211.8,4303.3,2125.343182
1417916313000,0,4296.9,97.65681818
2000055242695,0,4292.8,97.56363636
1460000724228,11691.2,4291.6,363.2454545
2200042089069,0,4280,97.27272727
1900060814410,12131.7,4278.9,372.9681818
1200010159250,3148.7,4275.3,168.7272727
1429520200005,20906.3,4270.1,572.1909091
2380001404447,6718.3,4268.3,249.6954545
1300035369574,4249.9,4266.9,193.5636364
1200060443609,0,4265.6,96.94545455
1200060000015,11701.4,4265.2,362.8772727
1200062341936,89204,4264.4,2124.281818
1030041945793,0,4262.2,96.86818182
2000027476697,183637.1,4261.1,4270.413636
1200050254976,0,4254.9,96.70227273
1416676522003,877.5,4250.1,116.5363636
1160000385630,106259.9,4244.4,2511.461364
2346544182014,0,4243.1,96.43409091
1200051507586,11770.6,4234.5,363.7522727
1800035283255,0,4232.4,96.19090909
2200042117265,752.4,4232,113.2818182
2000051091757,0,4231.8,96.17727273
1200050814191,58320.3,4227.2,1421.534091
1014569841972,15541.2,4222.4,449.1727273
1050001584355,59547.2,4218.8,1449.227273
1200060749335,30781.8,4216.6,795.4181818
1900027001124,0,4209.4,95.66818182
1200036775436,0,4199.6,95.44545455
2199997676420,10393.6,4192.5,331.5022727
1800035323980,191400.1,4188.7,4445.2
1591020088101,0,4188.3,95.18863636
1014712347359,0,4184.5,95.10227273
1200051228745,1108514,4176,25288.40909
2200041466093,0,4171.1,94.79772727
1712508965013,0,4168.1,94.72954545
1200061055707,4970.9,4164.6,207.625
1014567947000,0,4162.7,94.60681818
2700009863424,12522.8,4160,379.1545455
1200061457996,73768,4158,1771.045455
2000027296404,0,4146.9,94.24772727
1200010159269,3065.8,4145.9,163.9022727
1200051274723,185534.6,4139.7,4310.779545
1030016755969,0,4124.8,93.74545455
1800061308207,0,4116.7,93.56136364
1900016425070,0,4102.7,93.24318182
2500001221633,14305.7,4097.7,418.2590909
2300000022625,40900.9,4089,1022.497727
2100040349820,79543.6,4073.6,1900.390909
1030036741580,16117,4070,458.7954545
1592007858004,37057.9,4067.1,934.6590909
1600000150833,0,4063.3,92.34772727
1200051632640,3317.8,4060.1,167.6795455
1200061614601,21011.6,4058.2,569.7681818
1050001706410,18447.5,4056.4,511.4522727
1460002213839,51221,4052.8,1256.222727
1030063442510,0,4051.6,92.08181818
1100050470503,0,4047.7,91.99318182
2189999999157,1709,4046.9,130.8159091
1800035183338,12960,4045.5,386.4886364
2346526610213,13876.3,4043,407.2568182
1200010018832,0,4042.4,91.87272727
2000055878680,15823.2,4030.1,451.2113636
1800060326330,375963.5,4029.5,8636.204545
1800035212760,2244.5,4022.2,142.425
1800036586186,0,4021.1,91.38863636
2000060355968,0,4019.4,91.35
1630000834427,0,4016.4,91.28181818
2100040580390,0,4014.6,91.24090909
1700052397562,11672.4,4012.1,356.4659091
1014572663158,0,4007.8,91.08636364
1200052067237,54755.5,4006.8,1335.506818
2000027388881,33518.7,4004.3,852.7954545
1591044359385,0,4002.2,90.95909091
1200061059915,11075.3,3993.8,342.4795455
2366560256014,13604.4,3993.7,399.9568182
2000051757802,0,3988.1,90.63863636
1800052001980,119533.5,3987.7,2807.3
1900060478871,5906.5,3974.6,224.5704545
2000055899218,0,3968.8,90.2
1200050198188,13322.7,3968.8,392.9886364
2000051739929,11515.7,3948.6,351.4613636
1900009423840,27957.6,3940.2,724.95
2199989611808,14793.3,3939.6,425.7477273
1591050061714,0,3936.9,89.475
1300035353398,82741.1,3923.2,1969.643182
1300051537247,3288.5,3918,163.7840909
1300035415404,0,3915.1,88.97954545
1300035358917,37390.8,3914.3,938.7522727
1800035300255,0,3912.6,88.92272727
1200010151669,43012.9,3906.5,1066.35
1800053185880,14397.4,3901.8,415.8909091
1200035430189,0,3889.8,88.40454545
1200060967080,0,3885.7,88.31136364
2200010218350,0,3884.1,88.275
1700051976505,0,3874,88.04545455
2700007047581,0,3872.2,88.00454545
1200010020265,13790.8,3871.1,401.4068182
1700051550770,47383.4,3870.7,1164.865909
1640000124174,0,3866.6,87.87727273
1023481049141,71431.9,3861,1711.202273
1200062853970,11263.1,3856.1,343.6181818
1470000142730,0,3854.6,87.60454545
1900046259282,9646.3,3854.4,306.8340909
2000027358975,84644.7,3850.4,2011.252273
1200060297053,0,3846.5,87.42045455
1200010045428,46813,3844,1151.295455
2600002962560,0,3843.2,87.34545455
1580000955003,29579.9,3834.8,759.425
1800061145590,2313,3833.8,139.7
1460001600124,17013.5,3822.6,473.5477273
1200010056670,52392.7,3820.7,1277.577273
1300052087405,309.4,3816.7,93.775
1014570284035,40154.4,3813.5,999.2704545
1200050182105,158152.6,3813.5,3681.047727
3110000113005,351844,3807,8082.977273
1620001485918,0,3806.5,86.51136364
1580001180463,30142.5,3806.4,771.5659091
1100039604302,163379.6,3800,3799.536364
1200051940905,12138.5,3796.8,362.1659091
2200030520487,17751.9,3793.1,489.6590909
1900007423990,17419.1,3791.8,482.0659091
1014568353646,0,3784.3,86.00681818
1620001202087,10389.9,3779.6,322.0340909
1429574100009,0,3777.5,85.85227273
1716533589101,45868.2,3773.9,1128.229545
2200041651276,52010.1,3773.8,1267.815909
1200052479130,37703.8,3769,942.5636364
2000027347894,0,3763.5,85.53409091
1800035282172,0,3759.9,85.45227273
2500000812158,52427.2,3758,1276.936364
1800035337316,30373.2,3757.6,775.7
1424173000000,0,3756.1,85.36590909
2361491519419,0,3756,85.36363636
2100040843820,37512.2,3755.7,937.9068182
1580001684238,43607.8,3754.9,1076.425
1030073413241,11556.2,3753.9,347.9568182
1200041271238,36961.8,3744.3,925.1386364
1200010023540,0,3743.4,85.07727273
1900031427040,3272.1,3742.1,159.4136364
2200042733460,0,3737.6,84.94545455
1100039652281,39011.3,3736.1,971.5318182
2336592850015,12032.8,3734,358.3363636
2400000761891,0,3733.6,84.85454545
2100041273605,29903.8,3732.5,764.4613636
1300007930478,717.6,3724,100.9454545
1640000618837,0,3720.6,84.55909091
1030021684405,0,3719.5,84.53409091
1580000962701,160756,3719.3,3738.075
2000027425790,17206.7,3718.6,475.575
2380002174491,11479.8,3715.3,345.3431818
2356561901111,27916.5,3714.1,718.8772727
1100039649447,122464.4,3706.3,2867.515909
2200030061366,9717.5,3697.9,304.8954545
1640000858521,14872,3694.1,421.9568182
1421446000002,0,3692.3,83.91590909
2000052506693,8855.6,3691.4,285.1590909
1030000415157,14932.2,3686.7,423.1568182
2700002319116,10585,3683.4,324.2818182
2300000170217,11215.2,3683.3,338.6022727
1200062134068,28224.6,3678.9,725.0795455
1900091200068,1447.7,3667.3,116.25
1424684000006,0,3666.8,83.33636364
2000027451902,0,3666.4,83.32727273
2326540006010,607.5,3665.1,97.10454545
2000027439366,0,3662.3,83.23409091
1200010063960,0,3660.6,83.19545455
1050000504084,46923.6,3658.9,1149.602273
1200060952127,76369.4,3658.5,1818.815909
1200060514854,123736.7,3654.5,2895.254545
1200061870929,0,3652.6,83.01363636
1700053090407,80903.5,3649.3,1921.654545
1200060301807,1886.6,3647,125.7636364
1620000784601,36927.7,3644,922.0840909
3110000083822,0,3637,82.65909091
1900092663905,594.3,3632,96.05227273
1014571996611,0,3631.8,82.54090909
1200062104861,51074.7,3626.9,1243.218182
1200010008676,23648.9,3624.3,619.8454545
1620001273760,77332.7,3624.1,1839.927273
1900090530920,0,3623.2,82.34545455
1030066755431,9403.9,3620,295.9977273
1580000301046,210.5,3615.3,86.95
2000056198976,20103.9,3611.2,538.9795455
1800027711823,14049.1,3603.5,401.1954545
1200061591682,11970.7,3603.4,353.9568182
2199989640385,9614.8,3597,300.2681818
1300060795512,58563.9,3594.5,1412.690909
2100040697381,21301.7,3591.7,565.7590909
2198765279749,10289.7,3590.3,315.4545455
1800054490392,4331.9,3590,180.0431818
1800035224028,0,3589.7,81.58409091
1900030000831,0,3588.2,81.55
3110000037427,0,3587.5,81.53409091
2000055520111,15553,3579.4,434.8272727
2500022307204,161189.5,3564.1,3744.4
1600000161862,6857,3545.2,236.4136364
2380001918734,0,3541.7,80.49318182
2000054650478,76403.8,3535.8,1816.809091
2198765178298,278061.3,3533.9,6399.890909
1800061215564,31235.8,3531.4,790.1636364
1100039661825,0,3519.7,79.99318182
1200050590272,13449.4,3518.5,385.6340909
1200060399377,4644.9,3514.2,185.4340909
1014572525848,46778.3,3513.7,1143
2200030357795,43980.6,3513.1,1079.402273
1900009427700,0,3511.7,79.81136364
2200021029551,0,3509.1,79.75227273
1200060840738,34616.1,3507.4,866.4431818
2200043111422,0,3493.5,79.39772727
2000054016274,2607.7,3486.3,138.5
1200010075282,65625.6,3484.7,1570.688636
1200010042695,0,3483,79.15909091
1470000282303,27483.8,3482.4,703.7772727
2376552031018,10346.1,3480.9,314.25
2000027850667,0,3478.6,79.05909091
1100770235712,12679.1,3460.2,366.8022727
1200023857140,0,3459.2,78.61818182
1580000766660,10972.9,3457.2,327.9568182
2000027380242,6106,3456.6,217.3318182
1200051969347,1402.3,3448.8,110.2522727
1600000048076,0,3447.2,78.34545455
1012537762301,0,3447,78.34090909
1592009813900,0,3446.2,78.32272727
2000054701644,0,3440.9,78.20227273
3200000943658,0,3437.8,78.13181818
1200010026824,72.1,3430.5,79.60454545
2000009298941,32845,3422.3,824.2568182
1014569195440,10947.5,3417.9,326.4863636
1700051700043,0,3407.6,77.44545455
2000027796470,12227.9,3406.1,355.3181818
1030008338420,9407.6,3405.9,291.2159091
2199989622084,34059.5,3403.8,851.4386364
1428250000006,11706.9,3399,343.3159091
2100040285511,66817.4,3388.4,1595.586364
1200060966022,445.7,3384.2,87.04318182
1600000101881,0,3382.5,76.875
1800054433631,4622.1,3382,181.9113636
1200010083042,10946.2,3373.8,325.4545455
2200041805254,0,3372.7,76.65227273
1100770347468,68639.6,3367.7,1636.529545
1592001009933,62939.5,3357.3,1506.745455
1100039239071,20001.1,3357,530.8659091
3200000965908,0,3352.6,76.19545455
1507893789990,0,3350.9,76.15681818
1470000816985,26600,3349.8,680.6772727
2200030042016,0,3349.2,76.11818182
1600000002123,18354.7,3345.9,493.1954545
1800035295083,0,3345.7,76.03863636
1700060194670,0,3342,75.95454545
1300035399685,0,3340.7,75.925
1800035331839,36222.4,3332.7,898.9795455
1900092658524,0,3331.2,75.70909091
1200052482392,0,3331,75.70454545
1200060263746,32043.8,3330.7,803.9659091
2199989652966,13537.7,3325.9,383.2636364
2199989613762,0,3324.5,75.55681818
1200010147254,0,3318.9,75.42954545
1600000118592,0,3314.5,75.32954545
2000027338640,0,3311.6,75.26363636
1200010119178,5953.6,3301.4,210.3409091
2000057970573,0,3298.6,74.96818182
2189999998543,651,3290.5,89.57954545
1470000890000,32112.8,3286.6,804.5318182
1200060588340,25189.3,3284.4,647.1295455
1200010094736,0,3272.7,74.37954545
1800035281504,12981.7,3271.6,369.3931818
1023471769330,0,3269.7,74.31136364
2700007839340,0,3266.5,74.23863636
2200030050258,9482.6,3253,289.4454545
1460001543335,0,3250.4,73.87272727
2380001601086,0,3246.6,73.78636364
2000027353123,0,3241.2,73.66363636
2000052622993,10681.5,3229.4,316.1568182
2600003288848,0,3228.6,73.37727273
1700053116180,44759,3226.5,1090.579545
1900070000929,0,3220.4,73.19090909
1591058405698,0,3215,73.06818182
2380002551746,861.8,3202.7,92.375
1200061751752,66796.7,3184,1590.470455
1900042427536,37596.3,3182.1,926.7818182
1014570332567,14804.2,3175,408.6181818
